Date,Time,Impact,Event Name,Previous,Forecast,Actual
2013-03-14,8:30am,3,PPI m/m,0.20%,0.70%,0.70%
2013-03-14,8:30am,3,Unemployment Claims,342K,348K,332K
2013-03-14,8:30am,2,Core PPI m/m,0.20%,0.20%,0.20%
2013-03-14,8:30am,2,Current Account,-112B,-111B,-110B
2013-03-14,9:00am,2,FOMC Member Raskin Speaks,,,
2013-03-14,10:30am,1,Natural Gas Storage,-146B,-136B,-145B
2013-03-14,1:00pm,1,30-y Bond Auction,3.18|2.7,,3.25|2.4
2013-03-14,4:30pm,1,Bank Stress Test Results,,,
2013-03-15,8:30am,3,Core CPI m/m,0.30%,0.20%,0.20%
2013-03-15,8:30am,3,CPI y/y,1.60%,1.90%,2.00%
2013-03-15,8:30am,2,CPI m/m,0.00%,0.60%,0.70%
2013-03-15,8:30am,2,Empire State Manufacturing Index,10,9.8,9.2
2013-03-15,9:00am,2,TIC Long-Term Purchases,64.2B,39.3B,25.7B
2013-03-15,9:12am,2,Capacity Utilization Rate,79.20%,79.40%,79.60%
2013-03-15,9:12am,2,Industrial Production m/m,0.00%,0.40%,0.70%
2013-03-15,9:55am,3,Prelim UoM Consumer Sentiment,77.6,78.2,71.8
2013-03-15,9:55am,1,Prelim UoM Inflation Expectations,3.30%,,3.30%
2013-03-18,10:00am,1,NAHB Housing Market Index,46,48,44
2013-03-19,8:30am,3,Building Permits,0.90M,0.93M,0.95M
2013-03-19,8:30am,2,Housing Starts,0.91M,0.92M,0.92M
2013-03-20,10:30am,2,Crude Oil Inventories,2.6M,1.8M,-1.3M
2013-03-20,2:00pm,3,FOMC Economic Projections,,,
2013-03-20,2:00pm,3,FOMC Statement,,,
2013-03-20,2:00pm,2,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2013-03-20,2:30pm,3,FOMC Press Conference,,,
2013-03-21,8:30am,3,Unemployment Claims,334K,343K,336K
2013-03-21,9:00am,2,Flash Manufacturing PMI,54.3,55.1,54.9
2013-03-21,9:00am,1,HPI m/m,0.50%,0.70%,0.60%
2013-03-21,10:00am,3,Existing Home Sales,4.94M,5.02M,4.98M
2013-03-21,10:00am,3,Philly Fed Manufacturing Index,-12.5,-1.6,2
2013-03-21,10:00am,1,CB Leading Index m/m,0.50%,0.30%,0.50%
2013-03-21,10:30am,1,Natural Gas Storage,-145B,-70B,-62B
2013-03-25,12:15pm,1,FOMC Member Dudley Speaks,,,
2013-03-25,1:15pm,3,Fed Chairman Bernanke Speaks,,,
2013-03-26,8:30am,3,Core Durable Goods Orders m/m,2.30%,0.70%,-0.50%
2013-03-26,8:30am,2,Durable Goods Orders m/m,-4.90%,3.90%,5.70%
2013-03-26,9:00am,2,S&P/CS Composite-20 HPI y/y,6.80%,7.90%,8.10%
2013-03-26,9:59am,1,Richmond Manufacturing Index,6,8,3
2013-03-26,10:00am,3,CB Consumer Confidence,68,67.9,59.7
2013-03-26,10:00am,3,New Home Sales,431K,426K,411K
2013-03-27,10:00am,3,Pending Home Sales m/m,3.80%,-0.30%,-0.40%
2013-03-27,10:30am,2,Crude Oil Inventories,-1.3M,1.5M,3.3M
2013-03-27,11:00am,2,FOMC Member Evans Speaks,,,
2013-03-27,11:30am,2,FOMC Member Rosengren Speaks,,,
2013-03-28,8:30am,3,Unemployment Claims,341K,340K,357K
2013-03-28,8:30am,2,Final GDP q/q,0.10%,0.50%,0.40%
2013-03-28,8:30am,1,Final GDP Price Index q/q,0.90%,0.90%,1.00%
2013-03-28,9:45am,2,Chicago PMI,56.8,56.5,52.4
2013-03-28,10:30am,1,Natural Gas Storage,-62B,-85B,-95B
2013-03-29,8:30am,2,Core PCE Price Index m/m,0.20%,0.10%,0.10%
2013-03-29,8:30am,2,Personal Spending m/m,0.40%,0.60%,0.70%
2013-03-29,8:30am,1,Personal Income m/m,-3.70%,1.00%,1.10%
2013-03-29,9:55am,2,Revised UoM Consumer Sentiment,71.8,73.2,78.6
2013-03-29,9:55am,1,Revised UoM Inflation Expectations,3.30%,,3.20%
2013-04-01,9:00am,1,Final Manufacturing PMI,54.9,55,54.6
2013-04-01,10:00am,3,ISM Manufacturing PMI,54.2,54.2,51.3
2013-04-01,10:00am,1,Construction Spending m/m,-2.10%,1.10%,1.20%
2013-04-01,10:00am,1,ISM Manufacturing Prices,61.5,60.1,54.5
2013-04-02,10:00am,2,Factory Orders m/m,-1.00%,3.10%,3.00%
2013-04-02,10:00am,1,RCM/TIPP Economic Optimism,42.2,46.1,46.2
2013-04-02,12:00am,1,Total Vehicle Sales,15.4M,15.3M,15.3M
2013-04-02,7:30pm,2,FOMC Member Evans Speaks,,,
2013-04-03,8:15am,3,ADP Non-Farm Employment Change,237K,203K,158K
2013-04-03,10:00am,3,ISM Services PMI,56,55.9,54.4
2013-04-03,10:30am,2,Crude Oil Inventories,3.3M,1.8M,2.7M
2013-04-03,5:00pm,2,FOMC Member Bullard Speaks,,,
2013-04-04,7:30am,1,Challenger Job Cuts y/y,7.00%,,30.00%
2013-04-04,8:30am,3,Unemployment Claims,357K,352K,385K
2013-04-04,8:45am,2,FOMC Member Evans Speaks,,,
2013-04-04,10:30am,3,Fed Chairman Bernanke Speaks,,,
2013-04-04,10:30am,1,Natural Gas Storage,-95B,-89B,-94B
2013-04-04,12:30pm,2,FOMC Member George Speaks,,,
2013-04-04,5:00pm,2,FOMC Member Yellen Speaks,,,
2013-04-05,8:30am,3,Non-Farm Employment Change,268K,198K,88K
2013-04-05,8:30am,3,Trade Balance,-44.5B,-44.8B,-43.0B
2013-04-05,8:30am,3,Unemployment Rate,7.70%,7.70%,7.60%
2013-04-05,8:30am,2,Average Hourly Earnings m/m,0.10%,0.20%,0.00%
2013-04-05,3:00pm,1,Consumer Credit m/m,12.7B,15.5B,18.1B
2013-04-08,7:15pm,3,Fed Chairman Bernanke Speaks,,,
2013-04-09,7:30am,1,NFIB Small Business Index,90.8,92.3,89.5
2013-04-09,10:00am,2,JOLTS Job Openings,3.61M,3.74M,3.93M
2013-04-09,10:00am,1,Final Wholesale Inventories m/m,0.80%,0.50%,-0.30%
2013-04-10,9:00am,3,FOMC Meeting Minutes,,,
2013-04-10,10:30am,2,Crude Oil Inventories,2.7M,1.6M,0.3M
2013-04-10,1:00pm,2,10-y Bond Auction,2.03|3.2,,1.80|2.8
2013-04-10,3:50pm,2,Federal Budget Balance,-203.5B,-110.3B,-106.5B
2013-04-11,8:30am,3,Unemployment Claims,388K,362K,346K
2013-04-11,8:30am,2,FOMC Member Bullard Speaks,,,
2013-04-11,8:30am,2,Import Prices m/m,0.60%,-0.40%,-0.50%
2013-04-11,10:00am,2,Treasury Sec Lew Speaks,,,
2013-04-11,10:30am,1,Natural Gas Storage,-94B,-12B,-14B
2013-04-11,1:00pm,1,30-y Bond Auction,3.25|2.4,,3.00|2.5
2013-04-11,2:30pm,2,Treasury Sec Lew Speaks,,,
2013-04-12,8:30am,3,Core Retail Sales m/m,1.00%,-0.10%,-0.40%
2013-04-12,8:30am,3,PPI m/m,0.70%,-0.20%,-0.60%
2013-04-12,8:30am,3,Retail Sales m/m,1.00%,0.00%,-0.40%
2013-04-12,8:30am,2,Core PPI m/m,0.20%,0.20%,0.20%
2013-04-12,8:45am,2,FOMC Member Rosengren Speaks,,,
2013-04-12,9:55am,3,Prelim UoM Consumer Sentiment,78.6,79.1,72.3
2013-04-12,9:55am,1,Prelim UoM Inflation Expectations,3.20%,,3.00%
2013-04-12,10:00am,2,Business Inventories m/m,0.90%,0.40%,0.10%
2013-04-12,12:30pm,3,Fed Chairman Bernanke Speaks,,,
2013-04-12,4:25pm,2,Treasury Currency Report,,,
2013-04-13,12:30pm,2,FOMC Member Evans Speaks,,,
2013-04-15,8:30am,2,Empire State Manufacturing Index,9.2,7.2,3.1
2013-04-15,9:00am,2,TIC Long-Term Purchases,25.7B,41.3B,-17.8B
2013-04-15,10:00am,1,NAHB Housing Market Index,44,45,42
2013-04-15,6:10pm,1,President Obama Speaks,,,
2013-04-16,8:00am,1,FOMC Member Dudley Speaks,,,
2013-04-16,8:30am,3,Building Permits,0.94M,0.94M,0.90M
2013-04-16,8:30am,3,Core CPI m/m,0.20%,0.20%,0.10%
2013-04-16,8:30am,3,CPI y/y,2.00%,1.70%,1.50%
2013-04-16,8:30am,2,CPI m/m,0.70%,0.00%,-0.20%
2013-04-16,8:30am,2,Housing Starts,0.97M,0.93M,1.04M
2013-04-16,9:15am,2,Capacity Utilization Rate,79.60%,78.40%,78.50%
2013-04-16,9:15am,2,Industrial Production m/m,0.70%,0.30%,0.40%
2013-04-16,10:00am,2,Treasury Sec Lew Speaks,,,
2013-04-16,12:00pm,1,FOMC Member Duke Speaks,,,
2013-04-16,3:00pm,2,FOMC Member Yellen Speaks,,,
2013-04-16,3:00pm,2,Treasury Sec Lew Speaks,,,
2013-04-17,9:30am,2,FOMC Member Bullard Speaks,,,
2013-04-17,10:30am,2,Crude Oil Inventories,0.3M,1.2M,-1.2M
2013-04-17,12:00pm,2,FOMC Member Rosengren Speaks,,,
2013-04-17,2:00pm,2,Beige Book,,,
2013-04-17,4:00pm,2,Treasury Sec Lew Speaks,,,
2013-04-18,8:30am,3,Unemployment Claims,348K,349K,352K
2013-04-18,10:00am,3,Philly Fed Manufacturing Index,2,2.7,1.3
2013-04-18,10:00am,1,CB Leading Index m/m,0.50%,0.10%,-0.10%
2013-04-18,10:30am,1,Natural Gas Storage,-14B,35B,31B
2013-04-18,3:15pm,2,FOMC Member Raskin Speaks,,,
2013-04-19,12:00pm,2,FOMC Member Stein Speaks,,,
2013-04-22,8:30am,1,FOMC Member Dudley Speaks,,,
2013-04-22,10:00am,3,Existing Home Sales,4.95M,5.02M,4.92M
2013-04-23,9:00am,2,Flash Manufacturing PMI,54.6,53.8,52
2013-04-23,9:00am,1,HPI m/m,0.60%,0.70%,0.70%
2013-04-23,10:00am,3,New Home Sales,411K,416K,417K
2013-04-23,10:00am,1,Richmond Manufacturing Index,3,3,-6
2013-04-24,8:30am,3,Core Durable Goods Orders m/m,-0.70%,0.50%,-1.40%
2013-04-24,8:30am,2,Durable Goods Orders m/m,5.60%,-2.90%,-5.70%
2013-04-24,9:30am,2,Treasury Sec Lew Speaks,,,
2013-04-24,10:30am,2,Crude Oil Inventories,-1.2M,1.8M,0.9M
2013-04-25,8:30am,3,Unemployment Claims,355K,352K,339K
2013-04-25,10:00am,2,Treasury Sec Lew Speaks,,,
2013-04-25,10:30am,1,Natural Gas Storage,31B,33B,30B
2013-04-26,8:30am,3,Advance GDP q/q,0.40%,3.10%,2.50%
2013-04-26,8:30am,2,Advance GDP Price Index q/q,1.00%,1.30%,1.20%
2013-04-26,9:55am,2,Revised UoM Consumer Sentiment,72.3,73.3,76.4
2013-04-26,9:55am,1,Revised UoM Inflation Expectations,3.00%,,3.10%
2013-04-29,8:30am,2,Core PCE Price Index m/m,0.10%,0.10%,0.00%
2013-04-29,8:30am,2,Personal Spending m/m,0.70%,0.20%,0.20%
2013-04-29,8:30am,1,Personal Income m/m,1.10%,0.40%,0.20%
2013-04-29,10:00am,3,Pending Home Sales m/m,-1.00%,1.10%,1.50%
2013-04-30,8:30am,2,Employment Cost Index q/q,0.50%,0.50%,0.30%
2013-04-30,9:00am,2,S&P/CS Composite-20 HPI y/y,8.10%,9.10%,9.30%
2013-04-30,9:45am,2,Chicago PMI,52.4,52.5,49
2013-04-30,10:00am,3,CB Consumer Confidence,61.9,61.4,68.1
2013-05-01,8:15am,3,ADP Non-Farm Employment Change,131K,154K,119K
2013-05-01,9:00am,1,Final Manufacturing PMI,52,52.1,52.1
2013-05-01,10:00am,3,ISM Manufacturing PMI,51.3,51,50.7
2013-05-01,10:00am,1,Construction Spending m/m,1.50%,0.70%,-1.70%
2013-05-01,10:00am,1,ISM Manufacturing Prices,54.5,52.6,50
2013-05-01,10:30am,2,Crude Oil Inventories,0.9M,1.2M,6.7M
2013-05-01,12:00am,1,Total Vehicle Sales,15.3M,15.2M,14.9M
2013-05-01,2:00pm,3,FOMC Statement,,,
2013-05-01,2:00pm,2,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2013-05-02,7:30am,1,Challenger Job Cuts y/y,30.00%,,-6.00%
2013-05-02,8:30am,3,Trade Balance,-43.6B,-42.1B,-38.8B
2013-05-02,8:30am,3,Unemployment Claims,342K,346K,324K
2013-05-02,8:30am,2,Prelim Nonfarm Productivity q/q,-1.90%,1.80%,0.70%
2013-05-02,8:30am,2,Prelim Unit Labor Costs q/q,4.60%,0.80%,0.50%
2013-05-02,10:30am,1,Natural Gas Storage,30B,27B,43B
2013-05-03,8:30am,3,Non-Farm Employment Change,138K,146K,165K
2013-05-03,8:30am,3,Unemployment Rate,7.60%,7.60%,7.50%
2013-05-03,8:30am,2,Average Hourly Earnings m/m,0.00%,0.20%,0.20%
2013-05-03,10:00am,3,ISM Services PMI,54.4,54.1,53.1
2013-05-03,10:00am,2,Factory Orders m/m,1.90%,-2.80%,-4.00%
2013-05-03,12:30pm,1,FOMC Member Tarullo Speaks,,,
2013-05-06,2:00pm,1,Loan Officer Survey,,,
2013-05-07,10:00am,2,JOLTS Job Openings,3.90M,3.79M,3.84M
2013-05-07,10:00am,1,RCM/TIPP Economic Optimism,46.2,47.1,45.1
2013-05-07,3:00pm,1,Consumer Credit m/m,18.6B,16.2B,8.0B
2013-05-07,4:00pm,2,Treasury Sec Lew Speaks,,,
2013-05-08,8:30am,2,FOMC Member Stein Speaks,,,
2013-05-08,10:30am,2,Crude Oil Inventories,6.7M,2.1M,0.2M
2013-05-08,1:00pm,2,10-y Bond Auction,1.80|2.8,,1.81|2.7
2013-05-08,3:00pm,2,Treasury Sec Lew Speaks,,,
2013-05-09,8:30am,3,Unemployment Claims,327K,333K,323K
2013-05-09,10:00am,2,Mortgage Delinquencies,7.09%,,7.25%
2013-05-09,10:00am,1,Final Wholesale Inventories m/m,-0.30%,0.30%,0.40%
2013-05-09,10:30am,1,Natural Gas Storage,43B,80B,88B
2013-05-09,1:00pm,1,30-y Bond Auction,3.00|2.5,,2.98|2.5
2013-05-10,8:25am,2,FOMC Member Evans Speaks,,,
2013-05-10,9:30am,3,Fed Chairman Bernanke Speaks,,,
2013-05-10,1:59pm,2,Federal Budget Balance,-106.5B,108.3B,112.9B
2013-05-10,2:00pm,2,FOMC Member George Speaks,,,
2013-05-13,8:30am,3,Core Retail Sales m/m,-0.40%,-0.10%,-0.10%
2013-05-13,8:30am,3,Retail Sales m/m,-0.50%,-0.30%,0.10%
2013-05-13,10:00am,2,Business Inventories m/m,0.00%,0.30%,0.00%
2013-05-14,7:30am,1,NFIB Small Business Index,89.5,89.9,92.1
2013-05-14,8:30am,2,Import Prices m/m,-0.20%,-0.50%,-0.50%
2013-05-15,8:30am,3,PPI m/m,-0.60%,-0.60%,-0.70%
2013-05-15,8:30am,2,Core PPI m/m,0.20%,0.10%,0.10%
2013-05-15,8:30am,2,Empire State Manufacturing Index,3.1,3.6,-1.4
2013-05-15,9:00am,2,TIC Long-Term Purchases,-13.3B,33.8B,-13.5B
2013-05-15,9:15am,2,Capacity Utilization Rate,78.30%,78.40%,77.80%
2013-05-15,9:15am,2,Industrial Production m/m,0.30%,-0.10%,-0.50%
2013-05-15,10:00am,1,NAHB Housing Market Index,41,43,44
2013-05-15,10:30am,2,Crude Oil Inventories,0.2M,0.5M,-0.6M
2013-05-16,7:45am,2,FOMC Member Rosengren Speaks,,,
2013-05-16,8:30am,3,Building Permits,0.89M,0.94M,1.02M
2013-05-16,8:30am,3,Core CPI m/m,0.10%,0.20%,0.10%
2013-05-16,8:30am,3,CPI y/y,1.50%,1.30%,1.10%
2013-05-16,8:30am,3,Unemployment Claims,328K,332K,360K
2013-05-16,8:30am,2,CPI m/m,-0.20%,-0.30%,-0.40%
2013-05-16,8:30am,2,Housing Starts,1.02M,0.98M,0.85M
2013-05-16,10:00am,3,Philly Fed Manufacturing Index,1.3,2.5,-5.2
2013-05-16,10:30am,1,Natural Gas Storage,88B,96B,99B
2013-05-16,12:30pm,2,FOMC Member Raskin Speaks,,,
2013-05-17,9:55am,3,Prelim UoM Consumer Sentiment,76.4,77.9,83.7
2013-05-17,9:55am,1,Prelim UoM Inflation Expectations,3.10%,,3.10%
2013-05-17,10:00am,1,CB Leading Index m/m,-0.20%,0.30%,0.60%
2013-05-18,11:00am,2,Fed Chairman Bernanke Speaks,,,
2013-05-20,1:00pm,2,FOMC Member Evans Speaks,,,
2013-05-21,10:00am,2,Treasury Sec Lew Speaks,,,
2013-05-21,11:30am,2,FOMC Member Bullard Speaks,,,
2013-05-21,1:00pm,1,FOMC Member Dudley Speaks,,,
2013-05-22,10:00am,3,Existing Home Sales,4.94M,4.99M,4.97M
2013-05-22,10:00am,3,Fed Chairman Bernanke Testifies,,,
2013-05-22,10:00am,1,Treasury Sec Lew Speaks,,,
2013-05-22,10:30am,2,Crude Oil Inventories,-0.6M,-0.4M,-0.3M
2013-05-22,2:00pm,3,FOMC Meeting Minutes,,,
2013-05-23,6:05am,2,FOMC Member Bullard Speaks,,,
2013-05-23,8:30am,3,Unemployment Claims,363K,347K,340K
2013-05-23,9:00am,2,Flash Manufacturing PMI,52.1,51.6,51.9
2013-05-23,9:00am,1,HPI m/m,0.90%,0.90%,1.30%
2013-05-23,10:00am,3,New Home Sales,444K,429K,454K
2013-05-23,10:30am,1,Natural Gas Storage,99B,90B,89B
2013-05-24,8:30am,3,Core Durable Goods Orders m/m,-1.50%,0.60%,1.30%
2013-05-24,8:30am,2,Durable Goods Orders m/m,-6.90%,1.60%,3.30%
2013-05-27,12:00am,-1,Bank Holiday,,,
2013-05-28,9:00am,2,S&P/CS Composite-20 HPI y/y,9.40%,10.20%,10.90%
2013-05-28,10:00am,3,CB Consumer Confidence,69,70.7,76.2
2013-05-28,10:00am,1,Richmond Manufacturing Index,-6,2,-2
2013-05-29,1:00pm,2,FOMC Member Rosengren Speaks,,,
2013-05-30,8:30am,3,Prelim GDP q/q,2.50%,2.50%,2.40%
2013-05-30,8:30am,3,Unemployment Claims,344K,342K,354K
2013-05-30,8:30am,1,Prelim GDP Price Index q/q,1.20%,1.20%,1.10%
2013-05-30,10:00am,3,Pending Home Sales m/m,1.50%,1.30%,0.30%
2013-05-30,10:30am,1,Natural Gas Storage,89B,85B,88B
2013-05-30,11:00am,2,Crude Oil Inventories,-0.3M,-0.8M,3.0M
2013-05-31,8:30am,2,Core PCE Price Index m/m,0.10%,0.10%,0.00%
2013-05-31,8:30am,2,Personal Spending m/m,0.10%,0.20%,-0.20%
2013-05-31,8:30am,1,Personal Income m/m,0.30%,0.20%,0.00%
2013-05-31,9:45am,2,Chicago PMI,49,50.3,58.7
2013-05-31,9:55am,2,Revised UoM Consumer Sentiment,83.7,84.1,84.5
2013-05-31,9:55am,1,Revised UoM Inflation Expectations,3.20%,,3.10%
2013-06-02,2:00pm,2,Fed Chairman Bernanke Speaks,,,
2013-06-02,9:50pm,2,FOMC Member Yellen Speaks,,,
2013-06-03,9:00am,1,Final Manufacturing PMI,51.9,52,52.3
2013-06-03,10:00am,3,ISM Manufacturing PMI,50.7,50.6,49
2013-06-03,10:00am,1,Construction Spending m/m,-0.80%,1.10%,0.40%
2013-06-03,10:00am,1,ISM Manufacturing Prices,50,49.6,49.5
2013-06-03,12:00am,1,Total Vehicle Sales,14.9M,15.2M,15.3M
2013-06-04,8:30am,3,Trade Balance,-37.1B,-41.1B,-40.3B
2013-06-04,10:00am,1,RCM/TIPP Economic Optimism,45.1,50.2,49
2013-06-04,12:30pm,2,FOMC Member Raskin Speaks,,,
2013-06-04,2:15pm,2,FOMC Member George Speaks,,,
2013-06-05,8:15am,3,ADP Non-Farm Employment Change,113K,171K,135K
2013-06-05,8:30am,2,Revised Nonfarm Productivity q/q,0.70%,0.70%,0.50%
2013-06-05,8:30am,1,Revised Unit Labor Costs q/q,0.50%,0.50%,-4.30%
2013-06-05,10:00am,3,ISM Services PMI,53.1,53.4,53.7
2013-06-05,10:00am,2,Factory Orders m/m,-4.90%,1.60%,1.00%
2013-06-05,10:30am,2,Crude Oil Inventories,3.0M,-0.8M,-6.3M
2013-06-05,2:00pm,2,Beige Book,,,
2013-06-06,7:30am,1,Challenger Job Cuts y/y,-6.00%,,-41.20%
2013-06-06,8:30am,3,Unemployment Claims,357K,345K,346K
2013-06-06,10:30am,1,Natural Gas Storage,88B,101B,111B
2013-06-07,8:30am,3,Non-Farm Employment Change,149K,167K,175K
2013-06-07,8:30am,3,Unemployment Rate,7.50%,7.50%,7.60%
2013-06-07,8:30am,2,Average Hourly Earnings m/m,0.20%,0.20%,0.00%
2013-06-07,3:00pm,1,Consumer Credit m/m,8.4B,13.4B,11.1B
2013-06-10,9:50am,2,FOMC Member Bullard Speaks,,,
2013-06-11,7:30am,1,NFIB Small Business Index,92.1,93.4,94.4
2013-06-11,10:00am,2,JOLTS Job Openings,3.88M,3.88M,3.76M
2013-06-11,10:00am,1,Final Wholesale Inventories m/m,0.30%,0.10%,0.20%
2013-06-12,10:30am,2,Crude Oil Inventories,-6.3M,-1.4M,2.5M
2013-06-12,1:00pm,2,10-y Bond Auction,1.81|2.7,,2.21|2.5
2013-06-12,1:52pm,2,Federal Budget Balance,112.9B,-110.2B,-138.7B
2013-06-13,8:30am,3,Core Retail Sales m/m,0.00%,0.30%,0.30%
2013-06-13,8:30am,3,Retail Sales m/m,0.10%,0.40%,0.60%
2013-06-13,8:30am,3,Unemployment Claims,346K,354K,334K
2013-06-13,8:30am,2,Import Prices m/m,-0.70%,0.00%,-0.60%
2013-06-13,10:00am,2,Business Inventories m/m,-0.10%,0.30%,0.30%
2013-06-13,10:30am,1,Natural Gas Storage,111B,96B,95B
2013-06-13,1:00pm,2,30-y Bond Auction,2.98|2.5,,3.36|2.5
2013-06-14,8:30am,3,PPI m/m,-0.70%,0.10%,0.50%
2013-06-14,8:30am,2,Core PPI m/m,0.10%,0.10%,0.10%
2013-06-14,8:30am,2,Current Account,-102B,-110B,-106B
2013-06-14,9:00am,2,TIC Long-Term Purchases,-13.4B,35.0B,-37.3B
2013-06-14,9:15am,2,Capacity Utilization Rate,77.70%,77.90%,77.60%
2013-06-14,9:15am,2,Industrial Production m/m,-0.40%,0.30%,0.00%
2013-06-14,9:55am,3,Prelim UoM Consumer Sentiment,84.5,84.9,82.7
2013-06-14,9:55am,1,Prelim UoM Inflation Expectations,3.10%,,3.20%
2013-06-17,8:30am,2,Empire State Manufacturing Index,-1.4,0.4,7.8
2013-06-17,10:00am,1,NAHB Housing Market Index,44,45,52
2013-06-18,8:30am,3,Building Permits,1.01M,0.98M,0.97M
2013-06-18,8:30am,3,Core CPI m/m,0.10%,0.20%,0.20%
2013-06-18,8:30am,3,CPI y/y,1.10%,1.40%,1.40%
2013-06-18,8:30am,2,CPI m/m,-0.40%,0.10%,0.10%
2013-06-18,8:30am,2,Housing Starts,0.86M,0.95M,0.91M
2013-06-19,10:30am,2,Crude Oil Inventories,2.5M,0.5M,0.3M
2013-06-19,2:00pm,3,FOMC Economic Projections,,,
2013-06-19,2:00pm,3,FOMC Statement,,,
2013-06-19,2:00pm,2,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2013-06-19,2:30pm,3,FOMC Press Conference,,,
2013-06-20,8:30am,3,Unemployment Claims,336K,343K,354K
2013-06-20,9:00am,2,Flash Manufacturing PMI,52.3,52.5,52.2
2013-06-20,10:00am,3,Existing Home Sales,4.97M,5.01M,5.18M
2013-06-20,10:00am,3,Philly Fed Manufacturing Index,-5.2,-0.6,12.5
2013-06-20,10:00am,1,CB Leading Index m/m,0.80%,0.20%,0.10%
2013-06-20,10:30am,1,Natural Gas Storage,95B,89B,91B
2013-06-25,8:30am,3,Core Durable Goods Orders m/m,1.50%,0.00%,0.70%
2013-06-25,8:30am,2,Durable Goods Orders m/m,3.50%,3.00%,3.60%
2013-06-25,9:00am,2,S&P/CS Composite-20 HPI y/y,10.90%,10.60%,12.10%
2013-06-25,9:00am,1,HPI m/m,1.50%,1.20%,0.70%
2013-06-25,9:59am,1,Richmond Manufacturing Index,-2,0,8
2013-06-25,10:00am,3,CB Consumer Confidence,74.3,75.2,81.4
2013-06-25,10:00am,3,New Home Sales,466K,462K,476K
2013-06-25,5:00pm,2,Treasury Sec Lew Speaks,,,
2013-06-26,8:30am,2,Final GDP q/q,2.40%,2.40%,1.80%
2013-06-26,8:30am,1,Final GDP Price Index q/q,1.10%,1.10%,1.20%
2013-06-26,10:30am,2,Crude Oil Inventories,0.3M,-1.9M,0.0M
2013-06-27,8:30am,3,Unemployment Claims,355K,347K,346K
2013-06-27,8:30am,2,Core PCE Price Index m/m,0.00%,0.10%,0.10%
2013-06-27,8:30am,2,Personal Spending m/m,-0.30%,0.30%,0.30%
2013-06-27,8:30am,1,Personal Income m/m,0.10%,0.20%,0.50%
2013-06-27,10:00am,3,Pending Home Sales m/m,-0.50%,1.10%,6.70%
2013-06-27,10:00am,2,FOMC Member Dudley Speaks,,,
2013-06-27,10:30am,2,FOMC Member Powell Speaks,,,
2013-06-27,10:30am,1,Natural Gas Storage,91B,89B,95B
2013-06-28,8:00am,2,FOMC Member Stein Speaks,,,
2013-06-28,9:45am,2,Chicago PMI,58.7,55.5,51.6
2013-06-28,9:55am,2,Revised UoM Consumer Sentiment,82.7,83.1,84.1
2013-06-28,9:55am,1,Revised UoM Inflation Expectations,3.20%,,3.00%
2013-06-30,7:30pm,2,Treasury Sec Lew Speaks,,,
2013-07-01,9:00am,1,Final Manufacturing PMI,52.2,52.4,51.9
2013-07-01,10:00am,3,ISM Manufacturing PMI,49,50.6,50.9
2013-07-01,10:00am,1,Construction Spending m/m,0.10%,0.60%,0.50%
2013-07-01,10:00am,1,ISM Manufacturing Prices,49.5,50.5,52.5
2013-07-02,10:00am,2,Factory Orders m/m,1.30%,2.00%,2.10%
2013-07-02,10:00am,1,RCM/TIPP Economic Optimism,49,49.3,47.1
2013-07-02,12:00am,1,Total Vehicle Sales,15.3M,15.3M,16.0M
2013-07-02,12:30pm,2,FOMC Member Dudley Speaks,,,
2013-07-02,5:45pm,2,FOMC Member Powell Speaks,,,
2013-07-03,7:30am,1,Challenger Job Cuts y/y,-41.20%,,4.80%
2013-07-03,8:15am,3,ADP Non-Farm Employment Change,134K,161K,188K
2013-07-03,8:30am,3,Trade Balance,-40.1B,-40.3B,-45.0B
2013-07-03,8:30am,3,Unemployment Claims,348K,345K,343K
2013-07-03,10:00am,3,ISM Services PMI,53.7,54.3,52.2
2013-07-03,10:00am,2,Treasury Sec Lew Speaks,,,
2013-07-03,10:30am,2,Crude Oil Inventories,0.0M,-2.6M,-10.3M
2013-07-03,12:00pm,1,Natural Gas Storage,95B,75B,72B
2013-07-04,12:00am,-1,Bank Holiday,,,
2013-07-05,8:30am,3,Non-Farm Employment Change,195K,163K,195K
2013-07-05,8:30am,3,Unemployment Rate,7.60%,7.50%,7.60%
2013-07-05,8:30am,2,Average Hourly Earnings m/m,0.10%,0.20%,0.40%
2013-07-08,3:00pm,1,Consumer Credit m/m,10.9B,13.2B,19.6B
2013-07-09,7:30am,1,NFIB Small Business Index,94.4,96.2,93.5
2013-07-09,10:00am,2,JOLTS Job Openings,3.80M,3.81M,3.83M
2013-07-10,10:00am,1,Final Wholesale Inventories m/m,-0.10%,0.30%,-0.50%
2013-07-10,10:30am,2,Crude Oil Inventories,-10.3M,-2.9M,-9.9M
2013-07-10,1:00pm,3,10-y Bond Auction,2.21|2.5,,2.67|2.6
2013-07-10,2:00pm,3,FOMC Meeting Minutes,,,
2013-07-10,4:10pm,3,Fed Chairman Bernanke Speaks,,,
2013-07-11,8:30am,3,Unemployment Claims,344K,342K,360K
2013-07-11,8:30am,2,Import Prices m/m,-0.70%,0.10%,-0.20%
